y_test,KNeighborsRegressor,GradientBoostingRegressor,XGBRegressor,MLPRegressor,AdaBoostRegressor,RandomForestRegressor
75.53333333,73.65166090456216,70.71574918095102,73.31232,74.22255907321973,71.46956521565218,72.15459999920014
61.3,62.00992533731122,60.42460032754783,61.997902,63.56508230208792,64.61851851777777,62.78153333430032
68.7,74.04769658625646,69.87033338729914,71.20991,74.24191785173556,72.539999999,73.05766666560022
96.63333333,99.30868214062852,92.32081395733144,91.75163,98.7031847699512,95.6270833325,94.68133333706017
101.4666667,99.493842387452,92.16337500658108,92.46857,98.703172237094,88.06419753074077,93.8225333290201
63.16666667,61.79707804518877,65.07745630451542,61.54456,63.58355867811921,64.61851851777777,63.4436000015202
69.43333333,72.1750451840274,69.37325711428252,72.34302,74.23343419962669,72.539999999,72.66400000042017
96.26666667,97.3773713617616,85.88675268789451,89.34181,83.69031282239789,91.32370370422224,91.08739999956028
61.46666667,68.46499206510587,61.29519386841995,63.77563,63.58845277059101,63.21111110833333,64.70213333389977
111.5333333,106.80668196335584,106.61829397479023,108.984406,99.84267201649078,104.68333335,104.97559999549976
101.4333333,99.44510645731248,101.00236705106184,98.50715,98.70288828508971,95.6270833325,98.32873332818004
59.53333333,60.95760604707742,60.16591217835844,60.71227,63.56795445061034,64.61851851777777,62.43413333373976
93.53333333,89.86707378528043,84.9867271650613,89.539375,83.68953938816924,84.49999999903226,86.50500000030043
62.36666667,60.85104368307598,65.01207348606644,62.72083,63.55589063328854,63.20000000071429,64.40820000130019
78.53333333,79.2185335694875,80.36396322004916,82.33295,83.68327002872529,82.60630630648654,81.20139999975983
111.4,101.6281559413276,107.8676216314126,107.50359,98.70558661720074,101.10714286428572,103.6017333279005
93.5,88.98721157868917,86.30368130257939,89.00661,85.59565151440489,84.49999999903226,85.97226666568024
84.73333333,79.15736664563121,84.10971686878521,84.71471,83.6834959898008,83.483333334,81.85526666609984
68.2,68.4638519755184,70.13747497146065,71.16962,63.60710748687819,65.687499999375,69.2818666666799
87.76666667,89.70943862350458,88.94229172110424,91.25043,83.68860154678838,84.49999999903226,88.56513333388052
69.7,68.5685424616345,79.70793966239141,72.675575,63.62209428179976,70.33809523714287,72.53253333234001
63.6,61.34889026693338,63.95733937885813,60.401905,63.578489075229975,64.61851851777777,63.392533334340094
87.7,82.63081730682057,86.81236728845064,87.344894,83.68868554759872,84.48372093023262,84.38500000037993
141.1,146.10665629990538,151.43735722146695,129.81334,153.55864400186292,153.3,120.6484666683004
48.26666667,48.06790330363644,50.81707238990072,48.592064,63.33381149192196,48.2250000025,59.37740000185995
150.0666667,144.9798574487393,137.39693438923555,114.28424,134.20332191656007,119.04666666,114.27266666578024
93.93333333,104.30639434900424,106.93560961037352,99.93936,98.704752285913,98.83125000437502,101.37093333176018
96.16666667,102.23442188411958,110.91232869563773,102.32953,98.70459562372706,98.83125000437502,103.6735999949004
79.1,76.57062162322639,73.30497905641728,73.65457,74.22307306770014,71.46956521565218,75.75133333292017
88.56666667,89.34429687030463,84.60114064850977,87.69919,83.68843384186837,84.48372093023262,87.07893333384031
61.86666667,61.41548048335347,63.181292502516655,59.311913,63.5667952933611,64.61851851777777,63.07860000056001
75.63333333,69.7034829937256,70.10421320809368,70.07172,74.19976997125718,70.33809523714287,67.69506666706013
74.76666667,75.11613510699674,72.81563619176482,71.04442,74.22527263365974,71.46956521565218,73.31706666586015
109.7333333,110.36689738455745,108.57134133578909,102.779015,98.71636172366664,108.81851851111112,107.09846665036052
100.6,98.76594223287935,95.4844142229791,92.97075,96.20093003123571,88.06419753074077,92.8915999988004
110.5,102.3331342809466,104.0620033286492,112.79702,98.70329994844658,101.10714286428572,102.75279999850028
81.46666667,71.94900972265256,69.29023268420048,68.13678,74.23205307491509,71.46956521565218,71.84173333236008
161.1,147.8445406653386,130.55384717171566,123.16974,117.81514312797704,119.04666666,114.53386666486028
81.73333333,77.67433769661358,75.67884768939977,77.49603,74.2493467904221,74.9499999990909,76.9039333328402
